num	attraction	ranking	rating	review_num	address	street	locality	category	phone	duration	hours	neighborhood	description	tags	languages	sitelink
270	Nelson's Column	#304	4.0 	743	Trafalgar Square, London, England	Trafalgar Square	London, 	 Monuments & Statues, Points of Interest & Landmarks, Sights & Landmarks	"missing"	"missing"	"missing"	Trafalgar Square / Embankment	Ranked as one of London's greatest landmarks, this 185-foot high monument (circa 1843) looks down on the busy streets, fountains and swirling traffic of Trafalgar Square.	trafalgar square; national gallery; lord nelson; bronze lions; admiralty arch; iconic london landmark; impressive monument; relief panels; focal point; charing cross; walk around; big ben; battle; statue; columns; tourists; pedestal	English (472); Italian (60); Spanish (55); Portuguese (53); French (23); Chinese (Trad.) (22); Russian (21); Japanese (19); German (11); Korean (7); Dutch (6); Turkish (3); Arabic (2); Czech (2); Greek (2); Polish (2); Hungarian (1); Slovak (1); Swedish (1)	/Attraction_Review-g186338-d187914-Reviews-Nelson_s_Column-London_England.html
271	Virgin Money London Marathon	#305	5.0 	55	Charlton Way, London SE3 7AP, England	Charlton Way	London SE3 7AP, 	 Sporting Events, Events	"missing"	"missing"	"missing"	Greenwich	"missing"	bucket list; an amazing experience; cutty sark; tower bridge; race; spectator; organisation; volunteers; route; thousands; participants; spectacle; westminster	English (43); Chinese (Trad.) (7); Italian (2); German (1); Spanish (1); Swedish (1)	/Attraction_Review-g186338-d10020592-Reviews-Virgin_Money_London_Marathon-London_England.html
272	The London Silver Vaults	#306	4.5 	132	Chancery Lane | Entrance on Southampton Buildings, London WC2A 1QT, England	Chancery Lane	London WC2A 1QT, 	 Antique Stores, Shopping	+44 20 7242 3844	"missing"	Closed Now Mon - Fri9:00 AM - 5:30 PMSat9:00 AM - 1:00 PMHours Hours Today: 9:00 AM - 5:30 PM	City of London	"missing"	chancery lane; shop owners; for sale; silver items; underground vaults; shops selling; sterling silver; beautiful silver; secure premises; security door; aladdin's cave; no photography allowed; below ground; window shop; unique items; worth a visit; hatton garden	English (121); Italian (5); German (2); Portuguese (2); Danish (1); Japanese (1); Spanish (1)	/Attraction_Review-g186338-d2356480-Reviews-The_London_Silver_Vaults-London_England.html
273	The Queen's Gallery	#300	4.0 	540	Buckingham Palace Road, London SW1A 1AA, England	Buckingham Palace Road	London SW1A 1AA, 	 Art Museums, Museums	+44 303 123 7301	"missing"	Closed Now Sun - Sat10:00 AM - 5:30 PMHours Hours Today: 10:00 AM - 5:30 PM	Westminster	The Queen's Gallery hosts a programme of changing exhibitions from the Royal Collection.	royal collection; current exhibition; buckingham palace; on display; charles ii; audio guide; london pass; free cloakroom; short talk; scottish painters; ticket stamped; free talks; da vinci; free audio; changing exhibitions; beautiful paintings; small exhibition	English (468); Chinese (Trad.) (29); Italian (24); French (13); Portuguese (9); German (7); Japanese (5); Spanish (5); Norwegian (2); Russian (2); Arabic (1); Korean (1); Swedish (1)	/Attraction_Review-g186338-d211828-Reviews-The_Queen_s_Gallery-London_England.html
274	Handel & Hendrix in London	#308	4.0	319	25 Brook Street | Mayfair, London W1K 4HB, England	25 Brook Street	London W1K 4HB, 	 Specialty Museums, Museums	+44 20 7495 1685	"missing"	"missing"	Mayfair	"missing"	his life; brook street; great man; house museum; creaking floorboards; great musicians; music lovers; foundling museum; lancashire court; blue plaques; georgian architecture; volunteer guides; bond street; music fan; informative experience; small museum; short film	English (289); Japanese (6); French (5); German (5); Italian (5); Spanish (4); Swedish (3); Norwegian (1); Turkish (1)	/Attraction_Review-g186338-d292597-Reviews-Handel_Hendrix_in_London-London_England.html
275	Queen Elizabeth Olympic Park	#307	4.0	1,049	 | Olympic Stadium Stratford Station, London E20 2ST, England	"missing"	London E20 2ST, 	 Points of Interest & Landmarks, Sights & Landmarks, Nature & Parks	+44 800 072 2110	"missing"	"missing"	"missing"	"missing"	west ham; westfield shopping centre; stratford station; anniversary games; arcelormittal orbit; copper box; main stadium; climbing wall; world athletics; wild flowers; guns n roses; great stadium; transport links; food outlets; boat trip; sunny day; aerodrome	English (961); Portuguese (19); French (13); Spanish (13); Italian (11); German (7); Dutch (6); Danish (5); Chinese (Trad.) (3); Japanese (3); Norwegian (2); Russian (2); Arabic (1); Czech (1); Polish (1); Swedish (1)	/Attraction_Review-g186338-d4025920-Reviews-Queen_Elizabeth_Olympic_Park-London_England.html
276	Science Museum	#309	4.0 	7,650	Exhibition Road | South Kensington, London SW7 2DD, England	Exhibition Road	London SW7 2DD, 	 Science Museums, Museums	+44 20 7942 4000	Suggested Duration: 2-3 hours	Closed Now Wed12:00 AM - 11:59 PMThu - Tue10:00 AM - 6:00 PMHours Hours Today: 10:00 AM - 6:00 PM	South Kensington	"Welcoming over 3 million visitors a year, the Science Museum aims to make sense of the science that shapes our lives, inspiring visitors with iconic objects, award-winning exhibitions and incredible stories of scientific achievement.
As the home of human ingenuity, the Science Museum’s world-class collection forms an enduring record of scientific, technological and medical achievements from across the globe."	red arrows; imax cinema; launch pad; all ages; flight simulator; interactive exhibits; suggested donation; great for kids; half term; free entry; natural history; kids and adults; rainy day; on display; mathematics; technology; rockets	English (5,714); Italian (583); Portuguese (331); French (324); Spanish (251); Chinese (Sim.) (90); Chinese (Trad.) (89); German (85); Dutch (68); Russian (66); Japanese (42); Swedish (37); Danish (26); Greek (26); Norwegian (20); Polish (20); Turkish (15); Korean (9); Czech (5); Hebrew (4); Finnish (3); Hungarian (3); Arabic (2); Indonesian (2); Slovak (2); Thai (1)	/Attraction_Review-g186338-d189025-Reviews-Science_Museum-London_England.html
277	Hay's Galleria	#311	4.0	231	1 Battle Bridge Lane, London SE1 2HP, England	1 Battle Bridge Lane	London SE1 2HP, 	 Shopping Malls, Shopping	+44 20 7403 3583	"missing"	"missing"	Southwark	"missing"	hms belfast; london bridge station; south bank; tea clippers; shops and cafes; high glass; tooley street; nice shopping; christmas stalls; borough market; glass roof; beautiful structure; city hall; worth a stop; london dungeon; the pub; other attractions	English (144); Portuguese (26); French (13); Spanish (12); Italian (10); Japanese (8); German (6); Dutch (4); Russian (4); Chinese (Trad.) (2); Korean (1); Polish (1)	/Attraction_Review-g186338-d500061-Reviews-Hay_s_Galleria-London_England.html
278	Alice's Adventures Underground	#310	4.0 	233	Launcelot Street, London SE1 7AD, England	Launcelot Street	London SE1 7AD, 	 Theaters, Concerts & Shows	+44 20 7820 9332	"missing"	"missing"	"missing"	"missing"	alice in wonderland; immersive theatre; mock turtle; immersive experience; cheshire cat; queen of hearts; mad hatter's tea; march hare; premium tickets; children's version; split into groups; different stories; set design; waterloo station; great fun; audience participation; time slot	English (226); French (2); German (2); Spanish (2); Japanese (1)	/Attraction_Review-g186338-d7982536-Reviews-Alice_s_Adventures_Underground-London_England.html
279	Florence Nightingale Museum	#312	4.0 	430	2 Lambeth Palace Road | St. Thomas' Hospital, London SE1 7EP, England	2 Lambeth Palace Road	London SE1 7EP, 	 Specialty Museums, Museums	+44 20 7620 0374	"missing"	Closed Now Sun - Sat10:00 AM - 5:00 PMHours Hours Today: 10:00 AM - 5:00 PM	"missing"	"Site where the '"Lady of the Lamp'" founded her School of Nursing in 1860."	crimean war; st thomas' hospital; thomas hospital; early life; remarkable woman; edith cavell; small exhibition; westminster bridge; gift shop; her voice; interesting information; national rail; worth a visit; short visit; different areas; entrance fee; on display	English (361); Spanish (15); Portuguese (14); German (11); Italian (9); French (6); Japanese (6); Norwegian (3); Swedish (3); Dutch (2); Danish (1); Russian (1)	/Attraction_Review-g186338-d188040-Reviews-Florence_Nightingale_Museum-London_England.html
280	Haymarket Theatre Royal	#313	4.0	556	34 Haymarket, London SW1Y 4HA, England	34 Haymarket	London SW1Y 4HA, 	 Theaters, Concerts & Shows	+44 20 7930 8890	"missing"	"missing"	Trafalgar Square / Embankment	"missing"	queen anne; entire cast; great play; second row; front row; box office; west end; great cast; story line; bought tickets; audience; production; comedy; stage; actors; libertine; rsc	English (545); Russian (3); Japanese (2); Portuguese (2); Spanish (2); Danish (1); French (1)	/Attraction_Review-g186338-d240649-Reviews-Haymarket_Theatre_Royal-London_England.html
281	London Transport Museum	#315	4.0	2,165	Covent Garden Piazza 39 Wellington Street, London WC2E 7BB, England	Covent Garden Piazza 39 Wellington Street	London WC2E 7BB, 	 Specialty Museums, Museums	+44 20 7379 6344	"missing"	"missing"	Covent Garden	"missing"	covent garden; tube train; horse drawn; annual pass; all ages; free cloakroom; interactive exhibits; per adult; transport system; gift shop; flower market; couple of hours; great for kids; entrance fee; school groups; on display; children and adults	English (1,752); Italian (72); French (69); Japanese (69); Chinese (Sim.) (64); Chinese (Trad.) (64); Spanish (47); Portuguese (33); German (32); Russian (32); Dutch (12); Swedish (7); Korean (5); Norwegian (5); Polish (5); Danish (4); Finnish (3); Hebrew (2); Arabic (1); Hungarian (1); Indonesian (1); Turkish (1)	/Attraction_Review-g186338-d189048-Reviews-London_Transport_Museum-London_England.html
282	Clink Prison Museum	#318	4.0	1,322	Clink Prison Museum Soho Wharf 1 Clink Street | Clink Prison Museum Soho Wharf, London SE1 9DG, England	Clink Prison Museum Soho Wharf 1 Clink Street	London SE1 9DG, 	 Specialty Museums, Museums	+44 20 7403 0900	"missing"	"missing"	Southwark	"missing"	free photo; torture devices; information boards; golden hind; crime and punishment; original site; london dungeon; horrible histories; worth a visit; borough market; lots of interesting facts; family ticket; back in the day; southwark cathedral; guide book; per adult; take your time	English (1,225); Chinese (Trad.) (49); French (19); Italian (19); German (14); Portuguese (11); Spanish (11); Dutch (8); Russian (6); Japanese (3); Danish (1); Finnish (1); Hebrew (1); Korean (1); Swedish (1)	/Attraction_Review-g186338-d211853-Reviews-Clink_Prison_Museum-London_England.html
283	Cadogan Hall	#316	4.5 	166	5 Sloane Terrace, London SW1X 9DQ, England	5 Sloane Terrace	London SW1X 9DQ, 	 Theaters, Concerts & Shows	+44 20 7730 4500	"missing"	Closed Now Mon - Sat10:00 AM - 6:00 PMHours Hours Today: 10:00 AM - 6:00 PM	Belgravia	Set in a fantastic location in the heart of Chelsea Cadogan Hall has become one of London's leading venues. The Hall's 950 seats, excellent acoustic and luxurious surroundings makes it the first choice for some of the UK's top orchestras, including the Hall's resident orchestra, the Royal Philharmonic, as well as a favourite London destination for international touring orchestras. Cadogan Hall is the chosen venue for the world-famous BBC Proms Chamber Music Series and also offers a vibrant selection of contemporary, jazz, folk and world music events as well as talks, debates and conferences.	sloane square; philharmonic orchestra; concert hall; classical music; great concert; great acoustics; box office; christian science church; plenty of leg room; excellent view of the stage; front of house; per item; interval drinks; stained glass windows; sight lines; stairs to climb; pre show	English (160); Portuguese (2); Dutch (1); Russian (1); Spanish (1); Swedish (1)	/Attraction_Review-g186338-d2527680-Reviews-Cadogan_Hall-London_England.html
284	Mall Galleries	#314	4.5 	75	The Mall | near Trafalgar Square, London SW1Y 5BD, England	The Mall	London SW1Y 5BD, 	 Art Galleries, Shopping, Museums	+44 20 7930 6844	Suggested Duration: 1-2 hours	Closed Now Sun - Sat10:00 AM - 5:00 PMHours Hours Today: 10:00 AM - 5:00 PM	"missing"	Central London's leading gallery celebrating contemporary visual arts through a lively and diverse programme of exhibitions and events	lovely gallery; trafalgar square; royal society; exhibitions change; admiralty arch; book shop; contemporary art; sunday times; annual exhibition; english art; central london; on display; national gallery; painters; marine; watercolor; societies	English (75)	/Attraction_Review-g186338-d2642876-Reviews-Mall_Galleries-London_England.html
285	Russell Square	#319	4.0 	495	Russell Square, London WC1B 5EH, England	Russell Square	London WC1B 5EH, 	 Points of Interest & Landmarks, Sights & Landmarks	+44 20 7974 1693	"missing"	"missing"	Bloomsbury	Square located in Bloomsbury central London, with easy access to nearby attractions like the British Museum, Covent Garden and Oxford Street for shopping.	british museum; green space; lovely square; russell hotel; lovely park; senate house; university college; nice fountain; water fountain; square gardens; great ormond street hospital; large square; green oasis; tube station; sunny day; bloomsbury; benches	English (306); Spanish (36); Chinese (Trad.) (34); Portuguese (34); Japanese (32); Italian (26); Russian (17); French (15); German (6); Dutch (4); Hebrew (3); Swedish (3); Danish (2); Korean (2); Norwegian (2); Arabic (1); Greek (1); Hungarian (1)	/Attraction_Review-g186338-d189225-Reviews-Russell_Square-London_England.html
